
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.11                                           Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           Demo data                                           

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
     [mm]     [mm]     [mm]     [mm]     [mm]    [min]    [min]    [deg]    [deg]    [deg]     [mm]     [mm]      [N]      [N]
    -5.00   -40.00   -12.29     5.89    15.65     0.01    -2.71    -0.93    -0.78     0.32    -5.23   -14.16   626.86     0.00
   -10.00     0.00    19.81     5.61    10.15    -2.15     0.74    -0.86    -1.00    -0.27    -8.24    -0.77   142.40   753.90
   -10.00     5.00    40.33     5.27     7.63    -2.54     2.09    -0.85    -1.08    -0.40    -7.86     3.17    51.03  1008.39
   -10.00    10.00    83.57     4.62     4.26    -2.73     3.51    -0.87    -1.17    -0.49    -6.42     7.12     0.00  1259.35
   -10.00    15.00   349.91     1.61    -2.14    -2.61     4.98    -0.90    -1.27    -0.54    -3.70    11.13     0.00  1496.75
   -10.00    20.00  -254.24     7.71     0.58    -2.44     6.58    -0.94    -1.37    -0.58    -0.95    15.08     0.00  1746.85
   -10.00    25.00  -107.55     5.94    -4.57    -2.20     8.31    -0.99    -1.48    -0.62     1.82    18.98     0.00  2009.44
   -10.00    30.00   -72.72     5.33    -8.52    -1.89    10.17    -1.04    -1.60    -0.66     4.60    22.82     0.00  2284.35
   -10.00    35.00   -56.76     4.92   -12.26    -1.52    12.14    -1.09    -1.72    -0.70     7.37    26.61     0.00  2571.45
   -10.00    40.00   -47.38     4.57   -15.90    -1.09    14.22    -1.14    -1.85    -0.73    10.13    30.36     0.00  2870.63
   -10.00     0.00    19.81     5.61    10.15    -2.15     0.74    -0.86    -1.00    -0.27    -8.24    -0.77   142.40   753.90
   -10.00    -5.00     7.56     5.83    12.57    -1.77    -0.43    -0.86    -0.93    -0.14    -8.59    -4.80   229.39   521.24
   -10.00   -10.00     0.00     5.96    14.95    -1.41    -1.41    -0.86    -0.86    -0.00    -8.93    -8.93   311.61   311.61
   -10.00   -15.00    -4.51     6.04    17.31    -1.07    -2.18    -0.86    -0.80     0.14    -9.25   -13.16   388.60   126.28
   -10.00   -20.00    -6.46     6.08    19.15    -0.82    -2.61    -0.86    -0.76     0.25    -9.47   -16.52   444.36     0.00
   -10.00   -25.00    -6.46     6.08    19.15    -0.82    -2.61    -0.86    -0.76     0.25    -9.47   -16.52   444.36     0.00
   -10.00   -30.00    -6.46     6.08    19.15    -0.82    -2.61    -0.86    -0.76     0.25    -9.47   -16.52   444.36     0.00
   -10.00   -35.00    -6.46     6.08    19.15    -0.82    -2.61    -0.86    -0.76     0.25    -9.47   -16.52   444.36     0.00
   -10.00   -40.00    -6.46     6.08    19.15    -0.82    -2.61    -0.86    -0.76     0.25    -9.47   -16.52   444.36     0.00
   -15.00     0.00    21.96     5.64    12.05    -2.77     1.02    -0.81    -1.00    -0.38   -11.68    -1.06     0.00   823.95
   -15.00     5.00    39.91     5.27     8.30    -2.78     2.19    -0.84    -1.08    -0.44    -9.09     3.06     0.00  1034.96
   -15.00    10.00    83.57     4.62     4.26    -2.73     3.51    -0.87    -1.17    -0.49    -6.42     7.12     0.00  1259.35
   -15.00    15.00   349.91     1.61    -2.14    -2.61     4.98    -0.90    -1.27    -0.54    -3.70    11.13     0.00  1496.75
   -15.00    20.00  -254.24     7.71     0.58    -2.44     6.58    -0.94    -1.37    -0.58    -0.95    15.08     0.00  1746.85
   -15.00    25.00  -107.55     5.94    -4.57    -2.20     8.31    -0.99    -1.48    -0.62     1.82    18.98     0.00  2009.44
   -15.00    30.00   -72.72     5.33    -8.52    -1.89    10.17    -1.04    -1.60    -0.66     4.60    22.82     0.00  2284.35
   -15.00    35.00   -56.76     4.92   -12.26    -1.52    12.14    -1.09    -1.72    -0.70     7.37    26.61     0.00  2571.45
   -15.00    40.00   -47.38     4.57   -15.90    -1.09    14.22    -1.14    -1.85    -0.73    10.13    30.36     0.00  2870.63
   -15.00     0.00    21.96     5.64    12.05    -2.77     1.02    -0.81    -1.00    -0.38   -11.68    -1.06     0.00   823.95
   -15.00    -5.00    11.58     5.88    14.93    -2.53    -0.09    -0.80    -0.93    -0.28   -12.85    -5.14    49.63   603.08
   -15.00   -10.00     4.51     6.04    17.31    -2.18    -1.07    -0.80    -0.86    -0.14   -13.16    -9.25   126.28   388.60
   -15.00   -15.00    -0.00     6.15    19.68    -1.85    -1.85    -0.81    -0.81    -0.00   -13.45   -13.45   197.90   197.90
   -15.00   -20.00    -2.53     6.20    22.03    -1.54    -2.39    -0.81    -0.76     0.15   -13.72   -17.77   263.94    32.15
   -15.00   -25.00    -2.84     6.21    22.54    -1.48    -2.48    -0.81    -0.75     0.18   -13.78   -18.70   277.30     0.00
   -15.00   -30.00    -2.84     6.21    22.54    -1.48    -2.48    -0.81    -0.75     0.18   -13.78   -18.70   277.30     0.00
   -15.00   -35.00    -2.84     6.21    22.54    -1.48    -2.48    -0.81    -0.75     0.18   -13.78   -18.70   277.30     0.00
   -15.00   -40.00    -2.84     6.21    22.54    -1.48    -2.48    -0.81    -0.75     0.18   -13.78   -18.70   277.30     0.00
   -20.00     0.00    21.96     5.64    12.05    -2.77     1.02    -0.81    -1.00    -0.38   -11.68    -1.06     0.00   823.95
   -20.00     5.00    39.91     5.27     8.30    -2.78     2.19    -0.84    -1.08    -0.44    -9.09     3.06     0.00  1034.96
   -20.00    10.00    83.57     4.62     4.26    -2.73     3.51    -0.87    -1.17    -0.49    -6.42     7.12     0.00  1259.35
   -20.00    15.00   349.91     1.61    -2.14    -2.61     4.98    -0.90    -1.27    -0.54    -3.70    11.13     0.00  1496.75
   -20.00    20.00  -254.24     7.71     0.58    -2.44     6.58    -0.94    -1.37    -0.58    -0.95    15.08     0.00  1746.85
   -20.00    25.00  -107.55     5.94    -4.57    -2.20     8.31    -0.99    -1.48    -0.62     1.82    18.98     0.00  2009.44
   -20.00    30.00   -72.72     5.33    -8.52    -1.89    10.17    -1.04    -1.60    -0.66     4.60    22.82     0.00  2284.35
   -20.00    35.00   -56.76     4.92   -12.26    -1.52    12.14    -1.09    -1.72    -0.70     7.37    26.61     0.00  2571.45
   -20.00    40.00   -47.38     4.57   -15.90    -1.09    14.22    -1.14    -1.85    -0.73    10.13    30.36     0.00  2870.63
   -20.00     0.00    21.96     5.64    12.05    -2.77     1.02    -0.81    -1.00    -0.38   -11.68    -1.06     0.00   823.95
   -20.00    -5.00    12.29     5.89    15.65    -2.71     0.01    -0.78    -0.93    -0.32   -14.16    -5.23     0.00   626.86
   -20.00   -10.00     6.46     6.08    19.15    -2.61    -0.82    -0.76    -0.86    -0.25   -16.52    -9.47     0.00   444.36
   -20.00   -15.00     2.53     6.20    22.03    -2.39    -1.54    -0.76    -0.81    -0.15   -17.77   -13.72    32.15   263.94
   -20.00   -20.00    -0.00     6.27    24.37    -2.10    -2.10    -0.76    -0.76    -0.00   -18.01   -18.01    92.53    92.53
   -20.00   -25.00    -0.79     6.29    25.81    -1.93    -2.32    -0.76    -0.74     0.09   -18.15   -20.69   126.66     0.00
   -20.00   -30.00    -0.79     6.29    25.81    -1.93    -2.32    -0.76    -0.74     0.09   -18.15   -20.69   126.66     0.00
   -20.00   -35.00    -0.79     6.29    25.81    -1.93    -2.32    -0.76    -0.74     0.09   -18.15   -20.69   126.66     0.00
   -20.00   -40.00    -0.79     6.29    25.81    -1.93    -2.32    -0.76    -0.74     0.09   -18.15   -20.69   126.66     0.00
   -25.00     0.00    21.96     5.64    12.05    -2.77     1.02    -0.81    -1.00    -0.38   -11.68    -1.06     0.00   823.95
   -25.00     5.00    39.91     5.27     8.30    -2.78     2.19    -0.84    -1.08    -0.44    -9.09     3.06     0.00  1034.96
   -25.00    10.00    83.57     4.62     4.26    -2.73     3.51    -0.87    -1.17    -0.49    -6.42     7.12     0.00  1259.35
   -25.00    15.00   349.91     1.61    -2.14    -2.61     4.98    -0.90    -1.27    -0.54    -3.70    11.13     0.00  1496.75
   -25.00    20.00  -254.24     7.71     0.58    -2.44     6.58    -0.94    -1.37    -0.58    -0.95    15.08     0.00  1746.85
   -25.00    25.00  -107.55     5.94    -4.57    -2.20     8.31    -0.99    -1.48    -0.62     1.82    18.98     0.00  2009.44
   -25.00    30.00   -72.72     5.33    -8.52    -1.89    10.17    -1.04    -1.60    -0.66     4.60    22.82     0.00  2284.35
   -25.00    35.00   -56.76     4.92   -12.26    -1.52    12.14    -1.09    -1.72    -0.70     7.37    26.61     0.00  2571.45
   -25.00    40.00   -47.38     4.57   -15.90    -1.09    14.22    -1.14    -1.85    -0.73    10.13    30.36     0.00  2870.63
   -25.00     0.00    21.96     5.64    12.05    -2.77     1.02    -0.81    -1.00    -0.38   -11.68    -1.06     0.00   823.95
   -25.00    -5.00    12.29     5.89    15.65    -2.71     0.01    -0.78    -0.93    -0.32   -14.16    -5.23     0.00   626.86
   -25.00   -10.00     6.46     6.08    19.15    -2.61    -0.82    -0.76    -0.86    -0.25   -16.52    -9.47     0.00   444.36
   -25.00   -15.00     2.84     6.21    22.54    -2.48    -1.48    -0.75    -0.81    -0.18   -18.70   -13.78     0.00   277.30
   -25.00   -20.00     0.79     6.29    25.81    -2.32    -1.93    -0.74    -0.76    -0.09   -20.69   -18.15     0.00   126.66
   -25.00   -25.00    -0.00     6.31    28.78    -2.16    -2.16    -0.73    -0.73    -0.00   -22.37   -22.37     0.00     0.00
   -25.00   -30.00     0.00     6.31    28.78    -2.16    -2.16    -0.73    -0.73    -0.00   -22.37   -22.37     0.00     0.00
   -25.00   -35.00     0.00     6.31    28.78    -2.16    -2.16    -0.73    -0.73    -0.00   -22.37   -22.37     0.00     0.00
   -25.00   -40.00     0.00     6.31    28.78    -2.16    -2.16    -0.73    -0.73    -0.00   -22.37   -22.37     0.00     0.00
   -30.00     0.00    21.96     5.64    12.05    -2.77     1.02    -0.81    -1.00    -0.38   -11.68    -1.06     0.00   823.95
   -30.00     5.00    39.91     5.27     8.30    -2.78     2.19    -0.84    -1.08    -0.44    -9.09     3.06     0.00  1034.96
   -30.00    10.00    83.57     4.62     4.26    -2.73     3.51    -0.87    -1.17    -0.49    -6.42     7.12     0.00  1259.35
   -30.00    15.00   349.91     1.61    -2.14    -2.61     4.98    -0.90    -1.27    -0.54    -3.70    11.13     0.00  1496.75
   -30.00    20.00  -254.24     7.71     0.58    -2.44     6.58    -0.94    -1.37    -0.58    -0.95    15.08     0.00  1746.85
   -30.00    25.00  -107.55     5.94    -4.57    -2.20     8.31    -0.99    -1.48    -0.62     1.82    18.98     0.00  2009.44
   -30.00    30.00   -72.72     5.33    -8.52    -1.89    10.17    -1.04    -1.60    -0.66     4.60    22.82     0.00  2284.35
   -30.00    35.00   -56.76     4.92   -12.26    -1.52    12.14    -1.09    -1.72    -0.70     7.37    26.61     0.00  2571.45
   -30.00    40.00   -47.38     4.57   -15.90    -1.09    14.22    -1.14    -1.85    -0.73    10.13    30.36     0.00  2870.63
   -30.00     0.00    21.96     5.64    12.05    -2.77     1.02    -0.81    -1.00    -0.38   -11.68    -1.06     0.00   823.95
   -30.00    -5.00    12.29     5.89    15.65    -2.71     0.01    -0.78    -0.93    -0.32   -14.16    -5.23     0.00   626.86
   -30.00   -10.00     6.46     6.08    19.15    -2.61    -0.82    -0.76    -0.86    -0.25   -16.52    -9.47     0.00   444.36
   -30.00   -15.00     2.84     6.21    22.54    -2.48    -1.48    -0.75    -0.81    -0.18   -18.70   -13.78     0.00   277.30
   -30.00   -20.00     0.79     6.29    25.81    -2.32    -1.93    -0.74    -0.76    -0.09   -20.69   -18.15     0.00   126.66
   -30.00   -25.00    -0.00     6.31    28.78    -2.16    -2.16    -0.73    -0.73    -0.00   -22.37   -22.37     0.00     0.00
   -30.00   -30.00     0.00     6.31    28.78    -2.16    -2.16    -0.73    -0.73    -0.00   -22.37   -22.37     0.00     0.00
   -30.00   -35.00     0.00     6.31    28.78    -2.16    -2.16    -0.73    -0.73    -0.00   -22.37   -22.37     0.00     0.00
   -30.00   -40.00     0.00     6.31    28.78    -2.16    -2.16    -0.73    -0.73    -0.00   -22.37   -22.37     0.00     0.00
   -35.00     0.00    21.96     5.64    12.05    -2.77     1.02    -0.81    -1.00    -0.38   -11.68    -1.06     0.00   823.95
   -35.00     5.00    39.91     5.27     8.30    -2.78     2.19    -0.84    -1.08    -0.44    -9.09     3.06     0.00  1034.96
   -35.00    10.00    83.57     4.62     4.26    -2.73     3.51    -0.87    -1.17    -0.49    -6.42     7.12     0.00  1259.35
   -35.00    15.00   349.91     1.61    -2.14    -2.61     4.98    -0.90    -1.27    -0.54    -3.70    11.13     0.00  1496.75
   -35.00    20.00  -254.24     7.71     0.58    -2.44     6.58    -0.94    -1.37    -0.58    -0.95    15.08     0.00  1746.85
   -35.00    25.00  -107.55     5.94    -4.57    -2.20     8.31    -0.99    -1.48    -0.62     1.82    18.98     0.00  2009.44
   -35.00    30.00   -72.72     5.33    -8.52    -1.89    10.17    -1.04    -1.60    -0.66     4.60    22.82     0.00  2284.35
   -35.00    35.00   -56.76     4.92   -12.26    -1.52    12.14    -1.09    -1.72    -0.70     7.37    26.61     0.00  2571.45
   -35.00    40.00   -47.38     4.57   -15.90    -1.09    14.22    -1.14    -1.85    -0.73    10.13    30.36     0.00  2870.63
   -35.00     0.00    21.96     5.64    12.05    -2.77     1.02    -0.81    -1.00    -0.38   -11.68    -1.06     0.00   823.95
   -35.00    -5.00    12.29     5.89    15.65    -2.71     0.01    -0.78    -0.93    -0.32   -14.16    -5.23     0.00   626.86
   -35.00   -10.00     6.46     6.08    19.15    -2.61    -0.82    -0.76    -0.86    -0.25   -16.52    -9.47     0.00   444.36
   -35.00   -15.00     2.84     6.21    22.54    -2.48    -1.48    -0.75    -0.81    -0.18   -18.70   -13.78     0.00   277.30
   -35.00   -20.00     0.79     6.29    25.81    -2.32    -1.93    -0.74    -0.76    -0.09   -20.69   -18.15     0.00   126.66
   -35.00   -25.00    -0.00     6.31    28.78    -2.16    -2.16    -0.73    -0.73    -0.00   -22.37   -22.37     0.00     0.00
   -35.00   -30.00     0.00     6.31    28.78    -2.16    -2.16    -0.73    -0.73    -0.00   -22.37   -22.37     0.00     0.00
   -35.00   -35.00     0.00     6.31    28.78    -2.16    -2.16    -0.73    -0.73    -0.00   -22.37   -22.37     0.00     0.00
   -35.00   -40.00     0.00     6.31    28.78    -2.16    -2.16    -0.73    -0.73    -0.00   -22.37   -22.37     0.00     0.00
   -40.00     0.00    21.96     5.64    12.05    -2.77     1.02    -0.81    -1.00    -0.38   -11.68    -1.06     0.00   823.95
   -40.00     5.00    39.91     5.27     8.30    -2.78     2.19    -0.84    -1.08    -0.44    -9.09     3.06     0.00  1034.96
   -40.00    10.00    83.57     4.62     4.26    -2.73     3.51    -0.87    -1.17    -0.49    -6.42     7.12     0.00  1259.35
   -40.00    15.00   349.91     1.61    -2.14    -2.61     4.98    -0.90    -1.27    -0.54    -3.70    11.13     0.00  1496.75
   -40.00    20.00  -254.24     7.71     0.58    -2.44     6.58    -0.94    -1.37    -0.58    -0.95    15.08     0.00  1746.85
   -40.00    25.00  -107.55     5.94    -4.57    -2.20     8.31    -0.99    -1.48    -0.62     1.82    18.98     0.00  2009.44
   -40.00    30.00   -72.72     5.33    -8.52    -1.89    10.17    -1.04    -1.60    -0.66     4.60    22.82     0.00  2284.35
   -40.00    35.00   -56.76     4.92   -12.26    -1.52    12.14    -1.09    -1.72    -0.70     7.37    26.61     0.00  2571.45
   -40.00    40.00   -47.38     4.57   -15.90    -1.09    14.22    -1.14    -1.85    -0.73    10.13    30.36     0.00  2870.63
   -40.00     0.00    21.96     5.64    12.05    -2.77     1.02    -0.81    -1.00    -0.38   -11.68    -1.06     0.00   823.95
   -40.00    -5.00    12.29     5.89    15.65    -2.71     0.01    -0.78    -0.93    -0.32   -14.16    -5.23     0.00   626.86
   -40.00   -10.00     6.46     6.08    19.15    -2.61    -0.82    -0.76    -0.86    -0.25   -16.52    -9.47     0.00   444.36
   -40.00   -15.00     2.84     6.21    22.54    -2.48    -1.48    -0.75    -0.81    -0.18   -18.70   -13.78     0.00   277.30
   -40.00   -20.00     0.79     6.29    25.81    -2.32    -1.93    -0.74    -0.76    -0.09   -20.69   -18.15     0.00   126.66
   -40.00   -25.00    -0.00     6.31    28.78    -2.16    -2.16    -0.73    -0.73    -0.00   -22.37   -22.37     0.00     0.00
   -40.00   -30.00     0.00     6.31    28.78    -2.16    -2.16    -0.73    -0.73    -0.00   -22.37   -22.37     0.00     0.00
   -40.00   -35.00     0.00     6.31    28.78    -2.16    -2.16    -0.73    -0.73    -0.00   -22.37   -22.37     0.00     0.00
   -40.00   -40.00     0.00     6.31    28.78    -2.16    -2.16    -0.73    -0.73    -0.00   -22.37   -22.37     0.00     0.00
